ID_EVENTO,ID_LOTE,TIPO_SIEMBRA,SEM_TRATADAS,MATERIAL_GENETICO,CULT_ANT,DRENAJE,METODO_COSECHA,ALMACENAMIENTO_FINCA,AREA,RDT_AJUSTADO,DIAS_EN_EMERGER,DIAS_EN_EMERGER_A_FLORECER,DIAS_EN_FLORECER_A_COSECHAR,POBLACION_20DIAS_AJT,ALTURA_LOT,ContEnfQui_Antes_Siem,ContEnfQui_Siem_Eme,ContEnfQui_Emer_Flor,ContEnfQui_Flor_Cose,ContMalMec_Antes_Siem,ContMalMec_Siem_Emer,ContMalMec_Emer_Flor,ContMalMec_Flor_Cose,ContMalQui_Antes_Siem,ContMalQui_Siem_Emer,ContMalQui_Emer_Flor,ContMalQui_Flor_Cose,ContPlaQui_Antes_Siem,ContPlaQui_Siem_Emer,ContPlaQui_Emer_Flor,ContPlaQui_Flor_Cose,TotN_Antes_Siem,TotN_Siem_Emer,TotN_Emer_Flor,TotP_Antes_Siem,TotP_Siem_Emer,TotP_Emer_Flor,TotK_Antes_Siem,TotK_Siem_Emer,TotK_Emer_Flor,FerOrg_Antes_Siem,FerOrg_Siem_Emer,FerOrg_Emer_Flor,FerQui_Antes_Siem,FerQui_Siem_Emer,FerQui_Emer_Flor,PENDIENTE_RASTA,TERRENO_CIRCUN_RASTA,POSICION_PERFIL_RASTA,NO_CAPAS_RASTA,PH_RASTA,PEDREG_PERFIL_ROCAS,CAP_ENDURE_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,MOTEADOS_RASTA,PROFUND_MOTEADOS_RASTA,MOTEADOS_MAS70cm._RASTA,ESTRUCTURA_RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_COSTRAS_DURAS_RASTA,SITIO_EXPUESTO_SOL_RASTA,OBSERVA_COSTRAS_BLANCAS_RASTA,OBSERVA_COSTAS_NEGRAS_RASTA,REGION_SECA_ARIDA_RASTA,OBSERVA_RAICES_VIVAS_RASTA,PROFUND_RAICES_VIVAS_RASTA,OBSERVA_PLANTAS_PEQUENAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,RECUBRIMIENTO_VEGETAL__SUELO_RASTA,prof_efectiva,d.interno,drenaje_externo,porc_A,porc_Ar,porc_ArA,porc_ArL,porc_FrL,porc_L,porc_F,porc_ArF,porc_FAr,porc_FA,porc_AF,porc_BLANDO,porc_DURO,porc_EXT_DURO,porc_FRIABLE,porc_FIRME,porc_EXT_FIRME,porc_PLASTICO,porc_MUY_PLASTICO
3231,2951,Manual,NO,Sinko (Syngenta),Maiz,NO,Manual,NO,1.0,3088.372093,4.0,47.0,85.0,60000,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,23.0,PLANTAS NORMALES,NO,NO,SI,NO,BUENO,23.0,LENTO A MUY LENTO,NINGUNO,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,73.33,0.0,0.0,73.33,26.67,0.0,0.0,0.0,0.0,0.0,0.0
3237,2957,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Manual,SI,2.0,5488.372093,5.0,48.0,75.0,71000,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,76.0,0,0.0,0.0,0,0.0,20.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,1.0,5.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,SI,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,20.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,20.0,LENTO A MUY LENTO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
3238,2958,Mecanizado,SI,DK 234 YGRR,Maiz,SI,Manual,SI,2.0,5462.790698,5.0,47.0,88.0,70000,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,76.0,0,0.0,0.0,0,0.0,20.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,3.0,5.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,SI,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,43.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,43.0,LENTO A MUY LENTO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,48.57,51.43,0.0,0.0,0.0
3267,2976,Manual,NO,DK7088,Maiz,NO,Manual,NO,2.0,4862.790698,5.0,46.0,78.0,55000,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,61.0,0,0.0,15.0,0,0.0,15.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,16.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,60.0,BUENO,NINGUNO,0.0,26.67,0.0,0.0,0.0,0.0,73.33,0.0,0.0,0.0,0.0,73.33,26.67,0.0,0.0,0.0,0.0,0.0,0.0
3268,2977,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,1.0,4481.395349,4.0,45.0,82.0,55000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,22.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,35.0,LENTO A MUY LENTO,NINGUNO,0.0,56.67,0.0,0.0,0.0,0.0,43.33,0.0,0.0,0.0,0.0,43.33,56.67,0.0,0.0,0.0,0.0,0.0,0.0
3270,2979,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,1.0,5244.186047,4.0,47.0,91.0,50000,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,61.0,0,0.0,15.0,0,0.0,15.0,0,0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,22.0,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,22.0,LENTO A MUY LENTO,NINGUNO,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
3271,2980,Manual,NO,ADV 9339 (Syngenta),Maiz,NO,Manual,NO,1.0,3051.162791,4.0,46.0,84.0,60000,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,23.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,32.0,LENTO A MUY LENTO,NINGUNO,0.0,51.67,0.0,0.0,0.0,0.0,0.0,0.0,48.33,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3273,2982,Manual,NO,Otro,Maiz,NO,Manual,NO,1.0,3051.162791,4.0,47.0,82.0,60000,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,19.0,PLANTAS NORMALES,NO,NO,SI,NO,BUENO,34.0,LENTO A MUY LENTO,NINGUNO,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
3274,2983,Manual,NO,DK 234,Maiz,NO,Manual,NO,1.0,4825.581395,5.0,46.0,55.0,55000,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,16.0,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,20.0,LENTO A MUY LENTO,NINGUNO,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
3275,2984,Mecanizado,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,1.5,4536.046512,4.0,47.0,83.0,60000,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,12.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,26.0,LENTO A MUY LENTO,NINGUNO,0.0,43.33,0.0,0.0,0.0,0.0,0.0,0.0,56.67,0.0,0.0,56.67,43.33,0.0,0.0,0.0,0.0,0.0,0.0
3276,2985,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,1.0,4576.744186,4.0,46.0,79.0,50000,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,15.0,0,0.0,15.0,0,0.0,15.0,0,0,0,0,0,1,2.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,12.0,PLANTAS NORMALES,NO,NO,SI,NO,ESPACIADO,26.0,LENTO A MUY LENTO,NINGUNO,0.0,43.33,0.0,0.0,0.0,0.0,0.0,0.0,56.67,0.0,0.0,56.67,43.33,0.0,0.0,0.0,0.0,0.0,0.0
3277,2997,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,1.3,5816.27907,4.0,45.0,80.0,55000,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,61.0,0,0.0,15.0,0,0.0,15.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,19.0,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,22.0,LENTO A MUY LENTO,NINGUNO,0.0,0.0,0.0,0.0,0.0,0.0,63.33,0.0,36.67,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3278,2998,Manual,NO,Impacto (Syngenta),Maiz,NO,Manual,NO,1.2,5339.534884,4.0,44.0,86.0,55000,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,21.0,PLANTAS NORMALES,NO,NO,SI,NO,BUENO,30.0,LENTO A MUY LENTO,NINGUNO,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3279,2999,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,2.0,5148.837209,4.0,47.0,87.0,55000,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,61.0,0,0.0,15.0,0,0.0,15.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,23.0,PLANTAS NORMALES,NO,NO,SI,NO,BUENO,25.0,LENTO A MUY LENTO,NINGUNO,0.0,41.67,0.0,0.0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,58.33,41.67,0.0,0.0,0.0,0.0,0.0,0.0
3280,3000,Manual,NO,Otro,Maiz,NO,Manual,NO,1.0,1525.581395,5.0,51.0,84.0,15000,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,5.0,ONDULADO Y MONTANOSO,LADERA CONVEXA,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,SI,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,16.0,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,60.0,BUENO,LENTO,0.0,21.67,0.0,0.0,78.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3297,3016,Manual,NO,DK7088,Maiz,NO,Manual,NO,2.0,5053.488372,4.0,47.0,88.0,55000,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0,0.0,15.0,0,0.0,15.0,0,0.0,15.0,0,0,0,0,0,1,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,POCO MARCADAS,NO HAY,NO,SI,21.0,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,21.0,LENTO A MUY LENTO,NINGUNO,0.0,31.67,0.0,0.0,0.0,0.0,68.33,0.0,0.0,0.0,0.0,68.33,31.67,0.0,0.0,0.0,0.0,0.0,0.0
3298,3017,Mecanizado,NO,DK7088,Maiz,NO,Manual,NO,2.0,4767.44186,4.0,42.0,89.0,55000,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,2.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,21.0,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,21.0,LENTO A MUY LENTO,NINGUNO,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,73.33,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,3018,Manual,NO,PIONEER 30F35 HRR,Maiz,NO,Manual,NO,1.5,4958.139535,4.0,48.0,82.0,55000,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,61.0,0,0.0,15.0,0,0.0,15.0,0,0,0,0,0,2,1.0,PLANO O LLANO,PLANO,2.0,6.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,16.0,PLANTAS NORMALES,NO,NO,SI,NO,BUENO,20.0,LENTO A MUY LENTO,NINGUNO,0.0,31.67,0.0,0.0,0.0,0.0,68.33,0.0,0.0,0.0,0.0,68.33,31.67,0.0,0.0,0.0,0.0,0.0,0.0
3300,3019,Manual,NO,Otro,Maiz,NO,Manual,NO,1.0,1716.27907,5.0,49.0,83.0,33000,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,23.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,2.0,ONDULADO Y MONTANOSO,LADERA CONCAVA,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,17.0,PLANTAS NORMALES,NO,NO,SI,NO,BUENO,22.0,LENTO A MUY LENTO,NINGUNO,0.0,35.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
3301,3020,Manual,NO,Otro,Maiz,NO,Manual,NO,1.0,1758.139535,5.0,47.0,84.0,30000,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,23.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,3.0,ONDULADO Y MONTANOSO,LADERA CONCAVA,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,POCO MARCADAS,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,11.0,PLANTAS NORMALES,NO,NO,SI,NO,REGULAR,60.0,BUENO,LENTO,0.0,26.67,0.0,0.0,0.0,0.0,73.33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3312,3031,Mecanizado,SI,DK 234 YGRR,Maiz,SI,Manual,SI,1.0,3673.255814,5.0,47.0,91.0,73000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,2.0,5.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,42.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,70.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,44.29,55.71,0.0,0.0,0.0
3313,3032,Mecanizado,SI,DK 234 YGRR,Maiz,SI,Manual,SI,1.5,3673.255814,5.0,47.0,92.0,73000,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,2.0,5.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,44.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,70.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,47.14,52.86,0.0,0.0,0.0
3314,3033,Mecanizado,SI,Otro,Maiz,SI,Manual,SI,1.2,3767.44186,5.0,47.0,85.0,73000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,4.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,42.0,POCO AFECTADAS,SI,NO,SI,NO,REGULAR,70.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,45.71,54.29,0.0,0.0,0.0
3315,3034,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Manual,SI,4.0,4050.0,5.0,47.0,84.0,73000,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,38.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,70.0,BUENO,LENTO,0.0,0.0,48.57,0.0,0.0,0.0,0.0,0.0,51.43,0.0,0.0,0.0,0.0,0.0,48.57,51.43,0.0,0.0,0.0
3316,3035,Manual,NO,Otro,Maiz,SI,Manual,SI,1.3,3296.511628,5.0,46.0,87.0,71000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0.0,0.0,69.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,42.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,70.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,45.71,54.29,0.0,0.0,0.0
3317,3036,Manual,NO,P3966 (Pioneer),Maiz,SI,Manual,SI,1.5,3579.069767,5.0,46.0,86.0,71000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,80.5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,2.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,38.0,PLANTAS NORMALES,SI,NO,SI,NO,ESPACIADO,70.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,48.57,51.43,0.0,0.0,0.0
3318,3037,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Manual,SI,2.0,3861.627907,6.0,47.0,87.0,72000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,92.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,3.0,5.0,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,40.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,40.0,LENTO A MUY LENTO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,41.43,58.57,0.0,0.0,0.0
3319,3038,Mecanizado,SI,DK 234 YGRR,Maiz,SI,Manual,SI,1.0,3861.627907,5.0,47.0,91.0,73000,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,74.5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,3.0,5.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,39.0,PLANTAS NORMALES,SI,NO,SI,NO,ESPACIADO,39.0,LENTO A MUY LENTO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.72,44.29,0.0,0.0,0.0,0.0,44.29,55.72,0.0,0.0,0.0
3320,3039,Mecanizado,SI,DK 234 YGRR,Maiz,SI,Manual,SI,2.0,3720.930233,5.0,47.0,90.0,73000,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,74.5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,4.0,PLANO O LLANO,PLANO,3.0,5.5,SIN ROCAS,NO,-1.0,-1.0,SI,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,36.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,36.0,LENTO A MUY LENTO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
3321,3040,Manual,NO,P3966 (Pioneer),Maiz,SI,Manual,SI,1.2,3673.255814,5.0,47.0,86.0,71000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,3.0,PLANO O LLANO,PLANO,3.0,5.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,39.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,70.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
3322,3041,Manual,NO,P3966 (Pioneer),Maiz,SI,Manual,SI,1.5,3673.255814,5.0,47.0,86.0,71000,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.0,0.0,46.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,3.0,PLANO O LLANO,PLANO,3.0,5.0,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,ATERRONADA,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,43.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,70.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.71,44.29,0.0,0.0,0.0,0.0,44.29,55.71,0.0,0.0,0.0
3323,3042,Mecanizado,SI,DK 234 YGRR,Maiz,SI,Manual,SI,4.4,3767.44186,5.0,47.0,97.0,73000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,86.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,2,3.0,PLANO O LLANO,PLANO,3.0,5.5,SIN ROCAS,NO,-1.0,-1.0,NO,-1.0,NO,GRANULAR,NO,NO,NO HAY,LA MANANA Y LA TARDE,NO HAY,NO HAY,NO,SI,41.0,PLANTAS NORMALES,SI,NO,SI,NO,REGULAR,70.0,BUENO,LENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.72,44.29,0.0,0.0,0.0,0.0,44.29,55.72,0.0,0.0,0.0
