ID_EVENTO,ID_PROD,FECHA_CONTROL,TIPO_OBJETIVO,TIPO_CONTROL,MOLECULA_ACTIVA
3207,2851,11/20/2015,Plagas,Químico,Cipermetrina
3207,2851,10/24/2015,Malezas,Químico,GLIFOSATO
3208,2852,10/27/2015,Plagas,Químico,CIPERMETRINA
3208,2852,11/5/2015,Plagas,Químico,CIPERMETRINA
3208,2852,10/7/2015,Malezas,Químico,GLIFOSATO
3208,2852,11/5/2015,Malezas,Químico,GLIFOSATO
3209,2852,10/17/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3209,2852,10/5/2015,Malezas,Químico,GLIFOSATO
3209,2852,11/2/2015,Malezas,Químico,GLIFOSATO
3210,2853,11/9/2015,Plagas,Químico,CIPERMETRINA
3210,2853,11/18/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3210,2853,10/20/2015,Malezas,Químico,GLIFOSATO
3211,2853,11/9/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3211,2853,10/25/2015,Malezas,Químico,GLIFOSATO
3211,2853,11/23/2015,Malezas,Químico,GLIFOSATO
3212,2854,11/19/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3212,2854,11/3/2015,Malezas,Químico,GLIFOSATO
3212,2854,11/27/2015,Malezas,Químico,GLIFOSATO
3213,2854,11/27/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3213,2854,12/5/2015,Plagas,Químico,CIPERMETRINA
3213,2854,11/11/2015,Malezas,Químico,GLIFOSATO
3213,2854,12/5/2015,Malezas,Químico,Glifosato
3214,2850,10/16/2015,Plagas,Químico,CIPERMETRINA
3214,2850,10/30/2015,Malezas,Químico,GLIFOSATO
3215,2338,10/19/2015,Plagas,Químico,BENZOMECTINA
3215,2338,10/5/2015,Malezas,Químico,GLIFOSATO
3215,2338,10/29/2015,Malezas,Químico,GLIFOSATO
3216,2338,10/14/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3216,2338,9/28/2015,Malezas,Químico,GLIFOSATO
3216,2338,10/26/2015,Malezas,Químico,GLIFOSATO
3217,2855,10/4/2015,Plagas,Químico,CIPERMETRINA
3217,2855,10/12/2015,Plagas,Químico,CIPERMETRINA
3217,2855,9/23/2015,Malezas,Químico,GLIFOSATO
3217,2855,10/19/2015,Malezas,Químico,GLIFOSATO
3218,2855,10/29/2015,Plagas,Químico,CIPERMETRINA
3218,2855,11/6/2015,Plagas,Químico,CIPERMETRINA
3218,2855,10/15/2015,Malezas,Químico,GLIFOSATO
3219,2858,11/6/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3219,2858,11/18/2015,Plagas,Químico,CIPERMETRINA
3219,2858,10/25/2015,Malezas,Químico,GLIFOSATO
3220,2858,10/27/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3220,2858,10/18/2015,Malezas,Químico,GLIFOSATO
3220,2858,11/12/2015,Malezas,Químico,GLIFOSATO
3221,2711,10/16/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3221,2711,10/26/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3221,2711,10/3/2015,Malezas,Químico,GLIFOSATO
3222,2859,11/3/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3222,2859,11/12/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3222,2859,10/16/2015,Malezas,Químico,GLIFOSATO
3223,2859,10/29/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3223,2859,10/12/2015,Malezas,Químico,GLIFOSATO
3224,2860,11/2/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3224,2860,10/15/2015,Malezas,Químico,GLIFOSATO
3224,2860,11/12/2015,Malezas,Químico,GLIFOSATO
3225,2860,10/28/2015,Plagas,Químico,CIPERMETRINA
3225,2860,11/6/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3225,2860,10/7/2015,Malezas,Químico,GLIFOSATO
3226,2861,10/23/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3226,2861,11/2/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3226,2861,10/3/2015,Malezas,Químico,GLIFOSATO
3227,2861,10/28/2015,Plagas,Químico,BENZOMECTINA
3227,2861,11/11/2015,Plagas,Químico,CIPERMETRINA
3227,2861,10/5/2015,Malezas,Químico,GLIFOSATO
3228,2862,10/12/2015,Plagas,Químico,BENZOMECTINA
3228,2862,9/27/2015,Malezas,Químico,GLIFOSATO
3228,2862,9/27/2015,Malezas,Químico,ATRAZINA
3228,2862,10/20/2015,Malezas,Químico,GLUFOSINATO DE AMONIO
3229,2862,10/19/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3229,2862,11/1/2015,Plagas,Químico,Cipermetrina
3229,2862,10/2/2015,Malezas,Químico,GLIFOSATO
3229,2862,10/2/2015,Malezas,Químico,ATRAZINA
3229,2862,10/28/2015,Malezas,Químico,GLIFOSATO
3230,2863,10/17/2015,Plagas,Químico,CIPERMETRINA
3230,2863,10/25/2015,Plagas,Químico,CIPERMETRINA
3230,2863,9/30/2015,Malezas,Químico,GLIFOSATO
3230,2863,9/30/2015,Malezas,Químico,ATRAZINA
3230,2863,10/28/2015,Malezas,Químico,GLUFOSINATO DE AMONIO
3231,2863,10/29/2015,Plagas,Químico,CIPERMETRINA
3231,2863,11/7/2015,Plagas,Químico,BENZOMECTINA
3231,2863,10/12/2015,Malezas,Químico,GLIFOSATO
3231,2863,10/12/2015,Malezas,Químico,Atrazina
3231,2863,11/9/2015,Malezas,Químico,GLUFOSINATO DE AMONIO
3232,2864,9/30/2015,Plagas,Químico,Cipermetrina
3232,2864,11/2/2015,Plagas,Químico,Teflubenzuron
3232,2864,9/30/2015,Malezas,Químico,Glifosato
3232,2864,10/27/2015,Malezas,Químico,Glufosinato de amonio
3233,2865,9/27/2015,Plagas,Químico,Cipermetrina
3233,2865,10/18/2015,Plagas,Químico,Teflubenzuron
3233,2865,10/24/2015,Plagas,Químico,Emamectina benzoato
3233,2865,11/5/2015,Plagas,Químico,Emamectina benzoato
3233,2865,9/27/2015,Malezas,Químico,Glifosato
3233,2865,10/29/2015,Malezas,Químico,Glufosinato de amonio
3234,2866,10/18/2015,Plagas,Químico,Teflubenzuron
3234,2866,10/27/2015,Plagas,Químico,Spinetoram
3234,2866,11/4/2015,Plagas,Químico,Emamectina benzoato
3234,2866,11/12/2015,Plagas,Químico,Emamectina benzoato
3234,2866,9/28/2015,Malezas,Químico,Glifosato
3234,2866,10/30/2015,Malezas,Químico,Glufosinato de amonio
3235,2867,9/30/2015,Malezas,Químico,Glifosato
3235,2867,9/30/2015,Plagas,Químico,Cipermetrina
3235,2867,11/8/2015,Plagas,Químico,Spinetoram
3235,2867,10/25/2015,Malezas,Químico,Glifosato
3236,2868,10/14/2015,Plagas,Químico,Spinetoram
3236,2868,10/25/2015,Plagas,Químico,Spinetoram
3236,2868,11/6/2015,Plagas,Químico,Emamectina benzoato
3236,2868,9/25/2015,Malezas,Químico,Glifosato
3236,2868,10/18/2015,Malezas,Químico,Glufosinato de amonio
3237,2848,9/28/2015,Plagas,Químico,Cipermetrina
3237,2848,10/17/2015,Plagas,Químico,Teflubenzuron
3237,2848,10/28/2015,Plagas,Químico,Emamectina benzoato
3237,2848,11/3/2015,Plagas,Químico,Emamectina benzoato
3237,2848,9/28/2015,Malezas,Químico,Glifosato
3237,2848,10/24/2015,Malezas,Químico,Glufosinato de amonio
3238,2848,9/28/2015,Plagas,Químico,Cipermetrina
3238,2848,10/30/2015,Plagas,Químico,Emamectina benzoato
3238,2848,9/28/2015,Malezas,Químico,Glifosato
3238,2848,10/25/2015,Malezas,Químico,Glufosinato de amonio
3239,2869,10/20/2015,Plagas,Químico,Teflubenzuron
3239,2869,10/27/2015,Plagas,Químico,Teflubenzuron
3239,2869,11/8/2015,Plagas,Químico,Emamectina benzoato
3239,2869,11/15/2015,Plagas,Químico,Emamectina benzoato
3239,2869,10/17/2015,Malezas,Químico,Glufosinato de amonio
3239,2869,11/5/2015,Malezas,Químico,Glufosinato de amonio
3240,2869,10/24/2015,Plagas,Químico,Teflubenzuron
3240,2869,10/30/2015,Plagas,Químico,Teflubenzuron
3240,2869,11/4/2015,Plagas,Químico,Emamectina benzoato
3240,2869,11/13/2015,Plagas,Químico,Emamectina benzoato
3240,2869,10/19/2015,Malezas,Químico,Glufosinato de amonio
3241,2869,9/25/2015,Plagas,Químico,Teflubenzuron
3241,2869,10/22/2015,Plagas,Químico,Emamectina benzoato
3241,2869,9/25/2015,Malezas,Químico,Glifosato
3241,2869,10/18/2015,Malezas,Químico,Glufosinato de amonio
3242,2870,9/27/2015,Plagas,Químico,Teflubenzuron
3242,2870,10/14/2015,Plagas,Químico,Teflubenzuron
3242,2870,10/26/2015,Plagas,Químico,Emamectina benzoato
3242,2870,10/31/2015,Plagas,Químico,Emamectina benzoato
3242,2870,9/27/2015,Malezas,Químico,Glifosato
3242,2870,10/21/2015,Malezas,Químico,Glufosinato de amonio
3243,2871,9/23/2015,Plagas,Químico,Cipermetrina
3243,2871,11/2/2015,Plagas,Químico,Emamectina benzoato
3243,2871,9/23/2015,Malezas,Químico,Glifosato
3243,2871,10/20/2015,Malezas,Químico,Glifosato
3244,2872,10/24/2015,Plagas,Químico,Spinetoram
3244,2872,10/31/2015,Plagas,Químico,Spinetoram
3244,2872,10/31/2015,Plagas,Químico,Cipermetrina
3244,2872,9/28/2015,Malezas,Químico,Glifosato
3244,2872,10/22/2015,Malezas,Químico,Glufosinato de amonio
3245,2872,10/23/2015,Plagas,Químico,Spinetoram
3245,2872,10/30/2015,Plagas,Químico,Spinetoram
3245,2872,9/28/2015,Malezas,Químico,Glifosato
3245,2872,10/23/2015,Malezas,Químico,Glifosato
3247,2875,10/1/2015,Plagas,Químico,Cipermetrina
3247,2875,11/3/2015,Plagas,Químico,Emamectina benzoato
3247,2875,10/1/2015,Malezas,Químico,Glifosato
3247,2875,10/26/2015,Malezas,Químico,Glifosato
3248,2877,10/18/2015,Plagas,Químico,Cipermetrina
3248,2877,10/28/2015,Plagas,Químico,Spinetoram
3248,2877,11/5/2015,Plagas,Químico,Spinetoram
3248,2877,11/10/2015,Plagas,Químico,Emamectina benzoato
3248,2877,9/25/2015,Malezas,Químico,Glifosato
3248,2877,10/26/2015,Malezas,Químico,Glufosinato de amonio
3249,2878,9/27/2015,Plagas,Químico,Cipermetrina
3249,2878,10/26/2015,Plagas,Químico,Teflubenzuron
3249,2878,11/5/2015,Plagas,Químico,Teflubenzuron
3249,2878,9/27/2015,Malezas,Químico,Glifosato
3249,2878,10/28/2015,Malezas,Químico,Glufosinato de amonio
3250,2879,9/30/2015,Plagas,Químico,Cipermetrina
3250,2879,10/20/2015,Plagas,Químico,Teflubenzuron
3250,2879,10/27/2015,Plagas,Químico,Spinetoram
3250,2879,11/4/2015,Plagas,Químico,Spinetoram
3250,2879,11/10/2015,Plagas,Químico,Emamectina benzoato
3250,2879,9/30/2015,Malezas,Químico,Glifosato
3250,2879,10/30/2015,Malezas,Químico,Glufosinato de amonio
3251,2879,9/30/2015,Plagas,Químico,Cipermetrina
3251,2879,10/25/2015,Plagas,Químico,Teflubenzuron
3251,2879,11/4/2015,Plagas,Químico,Spinetoram
3251,2879,9/30/2015,Malezas,Químico,Glifosato
3251,2879,10/29/2015,Malezas,Químico,Glufosinato de amonio
3252,2881,10/30/2015,Plagas,Químico,Emamectina benzoato
3252,2881,10/30/2015,Plagas,Químico,Teflubenzuron
3252,2881,11/14/2015,Plagas,Químico,Emamectina benzoato
3252,2881,10/4/2015,Malezas,Químico,Glifosato
3253,2882,10/2/2015,Plagas,Químico,Cipermetrina
3253,2882,10/27/2015,Plagas,Químico,Spinetoram
3253,2882,11/8/2015,Plagas,Químico,Spinetoram
3253,2882,11/14/2015,Plagas,Químico,Emamectina benzoato
3253,2882,10/2/2015,Malezas,Químico,Glifosato
3253,2882,10/5/2015,Malezas,Químico,Glufosinato de amonio
3254,2883,10/26/2015,Plagas,Químico,Teflubenzuron
3254,2883,11/4/2015,Plagas,Químico,Teflubenzuron
3254,2883,11/8/2015,Plagas,Químico,Emamectina benzoato
3254,2883,9/28/2015,Malezas,Químico,Glifosato
3254,2883,10/30/2015,Malezas,Químico,Glufosinato de amonio
3255,2884,10/27/2015,Plagas,Químico,Teflubenzuron
3255,2884,11/5/2015,Plagas,Químico,Emamectina benzoato
3255,2884,9/28/2015,Malezas,Químico,Glifosato
3255,2884,10/31/2015,Malezas,Químico,Glufosinato de amonio
3256,2892,9/10/2015,Plagas,Químico,Cipermetrina
3256,2892,10/13/2015,Plagas,Químico,Lorsban 4E
3256,2892,9/10/2015,Malezas,Químico,Glifosato
3257,2893,9/15/2015,Plagas,Químico,Cipermetrina
3257,2893,10/10/2015,Plagas,Químico,Cipermetrina
3257,2893,10/21/2015,Plagas,Químico,Clorpirifos
3257,2893,9/15/2015,Malezas,Químico,Glifosato
3258,2895,9/9/2015,Plagas,Químico,Cipermetrina
3258,2895,10/9/2015,Plagas,Químico,Clorpirifos
3258,2895,10/21/2015,Plagas,Químico,Clorpirifos
3258,2895,9/9/2015,Malezas,Químico,Glifosato
3259,2893,9/16/2015,Plagas,Químico,Cipermetrina
3259,2893,10/18/2015,Plagas,Químico,Clorpirifos
3259,2893,9/16/2015,Malezas,Químico,Glifosato
3260,2895,10/12/2015,Plagas,Químico,Clorpirifos
3260,2895,9/10/2015,Malezas,Químico,Glifosato
3261,2896,9/19/2015,Plagas,Químico,Cipermetrina
3261,2896,10/17/2015,Plagas,Químico,Cipermetrina
3261,2896,10/26/2015,Plagas,Químico,Lorsban 4E
3261,2896,9/19/2015,Malezas,Químico,Glifosato
3262,2896,9/20/2015,Plagas,Químico,Cipermetrina
3262,2896,10/20/2015,Plagas,Químico,Lorsban 4E
3262,2896,9/20/2015,Malezas,Químico,Glifosato
3263,2897,9/10/2015,Plagas,Químico,Cipermetrina
3263,2897,10/15/2015,Plagas,Químico,Lorsban 4E
3263,2897,10/24/2015,Plagas,Químico,Cipermetrina
3263,2897,9/10/2015,Malezas,Químico,Glifosato
3264,2897,9/12/2015,Plagas,Químico,Cipermetrina
3264,2897,10/16/2015,Plagas,Químico,Cipermetrina
3264,2897,10/25/2015,Plagas,Químico,Lorsban 4E
3264,2897,9/12/2015,Malezas,Químico,Glifosato
3265,2900,9/12/2015,Plagas,Químico,Cipermetrina
3265,2900,10/18/2015,Plagas,Químico,Lorsban 4E
3265,2900,10/25/2015,Plagas,Químico,Lorsban 4E
3265,2900,9/12/2015,Malezas,Químico,Glifosato
3266,2900,9/10/2015,Plagas,Químico,Cipermetrina
3266,2900,10/16/2015,Plagas,Químico,Lorsban 4E
3266,2900,10/24/2015,Plagas,Químico,Lorsban 4E
3266,2900,9/10/2015,Malezas,Químico,Glifosato
3267,2885,11/5/2015,Plagas,Químico,CIPERMETRINA
3267,2885,11/20/2015,Malezas,Químico,GLIFOSATO
3267,2885,11/20/2015,Enfermedades,Químico,Benomil
3268,2885,10/24/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3268,2885,11/3/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3269,2886,11/24/2015,Plagas,Químico,BENZOMECTINA
3269,2886,11/11/2015,Malezas,Químico,GLIFOSATO
3269,2886,11/11/2015,Malezas,Químico,ATRAZINA
3270,2886,10/28/2015,Plagas,Químico,CIPERMETRINA
3270,2886,10/5/2015,Malezas,Químico,GLIFOSATO
3271,2887,10/14/2015,Plagas,Químico,CIPERMETRINA
3271,2887,10/23/2015,Plagas,Químico,CIPERMETRINA
3271,2887,10/2/2015,Malezas,Químico,GLIFOSATO
3271,2887,10/30/2015,Malezas,Químico,GLUFOSINATO DE AMONIO
3272,2887,10/2/2015,Plagas,Químico,CIPERMETRINA
3272,2887,10/16/2015,Plagas,Químico,CIPERMETRINA
3272,2887,9/19/2015,Malezas,Químico,GLIFOSATO
3272,2887,10/15/2015,Malezas,Químico,GLUFOSINATO DE AMONIO
3273,2888,10/7/2015,Plagas,Químico,CIPERMETRINA
3273,2888,10/18/2015,Plagas,Químico,CIPERMETRINA
3273,2888,9/24/2015,Malezas,Químico,GLIFOSATO
3273,2888,10/18/2015,Malezas,Químico,GLUFOSINATO DE AMONIO
3274,2889,11/13/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3274,2889,10/28/2015,Malezas,Químico,GLIFOSATO
3275,2889,11/8/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3275,2889,10/23/2015,Malezas,Químico,GLIFOSATO
3275,2889,11/20/2015,Malezas,Químico,GLIFOSATO
3276,2890,11/16/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3276,2890,10/28/2015,Malezas,Químico,GLIFOSATO
3276,2890,11/19/2015,Malezas,Químico,GLIFOSATO
3277,2901,11/6/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3277,2901,11/19/2015,Plagas,Químico,CIPERMETRINA
3277,2901,10/19/2015,Malezas,Químico,GLIFOSATO
3278,2901,10/13/2015,Plagas,Químico,CIPERMETRINA
3278,2901,10/29/2015,Plagas,Químico,CIPERMETRINA
3278,2901,9/28/2015,Malezas,Químico,GLIFOSATO
3278,2901,10/30/2015,Malezas,Químico,GLUFOSINATO DE AMONIO
3279,2902,10/22/2015,Plagas,Químico,CIPERMETRINA
3279,2902,10/30/2015,Malezas,Químico,GLIFOSATO
3279,2902,11/7/2015,Enfermedades,Químico,Benomil
3280,2903,10/27/2015,Malezas,Mecanizado,
3281,2899,9/17/2015,Plagas,Químico,Cipermetrina
3281,2899,10/14/2015,Plagas,Químico,Clorpirifos
3281,2899,9/17/2015,Malezas,Químico,Glifosato
3282,2899,9/20/2015,Plagas,Químico,Cipermetrina
3282,2899,10/10/2015,Plagas,Químico,Cipermetrina
3282,2899,10/22/2015,Plagas,Químico,Clorpirifos
3282,2899,9/20/2015,Malezas,Químico,Glifosato
3283,2904,10/31/2015,Plagas,Químico,Cipermetrina
3283,2904,11/13/2015,Plagas,Químico,Teflubenzuron
3283,2904,10/31/2015,Malezas,Químico,Glufosinato de amonio
3284,2904,11/6/2015,Plagas,Químico,Cipermetrina
3284,2904,11/6/2015,Malezas,Químico,Glifosato
3285,2905,10/31/2015,Plagas,Químico,Cipermetrina
3285,2905,10/31/2015,Malezas,Químico,Glifosato
3286,2905,11/1/2015,Plagas,Químico,Cipermetrina
3286,2905,11/1/2015,Malezas,Químico,Glifosato
3287,2905,10/24/2015,Plagas,Químico,Teflubenzuron
3287,2905,11/8/2015,Plagas,Químico,Teflubenzuron
3287,2905,10/30/2015,Malezas,Químico,Glufosinato de amonio
3288,2906,10/27/2015,Plagas,Químico,Cipermetrina
3288,2906,10/27/2015,Malezas,Químico,Glifosato
3289,2906,10/26/2015,Plagas,Químico,Teflubenzuron
3289,2906,11/9/2015,Plagas,Químico,Teflubenzuron
3289,2906,11/2/2015,Malezas,Químico,Glufosinato de amonio
3290,2907,9/28/2015,Plagas,Químico,Cipermetrina
3290,2907,9/28/2015,Malezas,Químico,Glifosato
3290,2907,11/2/2015,Plagas,Químico,Teflubenzuron
3290,2907,10/27/2015,Malezas,Químico,Glufosinato de amonio
3291,2907,9/28/2015,Plagas,Químico,Cipermetrina
3291,2907,9/28/2015,Malezas,Químico,Glifosato
3291,2907,10/28/2015,Malezas,Químico,Glifosato
3292,2908,9/20/2015,Plagas,Químico,Cipermetrina
3292,2908,9/20/2015,Malezas,Químico,Glifosato
3292,2908,10/22/2015,Malezas,Químico,Glifosato
3293,2908,10/2/2015,Plagas,Químico,Cipermetrina
3293,2908,10/28/2015,Plagas,Químico,Teflubenzuron
3293,2908,11/5/2015,Plagas,Químico,Teflubenzuron
3293,2908,10/2/2015,Malezas,Químico,Glifosato
3294,2909,10/28/2015,Plagas,Químico,Teflubenzuron
3294,2909,11/3/2015,Plagas,Químico,Emamectina benzoato
3294,2909,10/3/2015,Malezas,Químico,Glifosato
3294,2909,10/3/2015,Malezas,Químico,"AMINA 2,4D"
3295,2909,10/27/2015,Plagas,Químico,Teflubenzuron
3295,2909,10/3/2015,Malezas,Químico,Glifosato
3295,2909,10/3/2015,Malezas,Químico,"AMINA 2,4D"
3296,1524,4/14/2016,Plagas,Químico,CIPERMETRINA
3296,1524,4/14/2016,Plagas,Químico,Imidacloprid
3297,2910,10/23/2015,Plagas,Químico,CIPERMETRINA
3297,2910,11/4/2015,Plagas,Químico,CIPERMETRINA
3297,2910,10/6/2015,Malezas,Químico,GLIFOSATO
3297,2910,11/4/2015,Malezas,Químico,GLIFOSATO
3298,2911,10/13/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3298,2911,9/28/2015,Malezas,Químico,GLIFOSATO
3298,2911,10/25/2015,Malezas,Químico,GLIFOSATO
3299,2911,11/9/2015,Plagas,Químico,CIPERMETRINA
3299,2911,11/9/2015,Malezas,Químico,GLIFOSATO
3299,2911,11/16/2015,Enfermedades,Químico,Benomil
3300,2912,9/12/2015,Malezas,Químico,GLIFOSATO
3300,2912,10/15/2015,Malezas,Mecanizado,
3301,2913,9/27/2015,Malezas,Químico,GLIFOSATO
3302,2914,9/23/2015,Malezas,Químico,GLIFOSATO
3303,2916,9/30/2015,Plagas,Químico,Cipermetrina
3303,2916,10/20/2015,Plagas,Químico,Teflubenzuron
3303,2916,10/26/2015,Plagas,Químico,Teflubenzuron
3303,2916,11/3/2015,Plagas,Químico,Emamectina Benzoato
3303,2916,9/30/2015,Malezas,Químico,Glifosato
3303,2916,10/30/2015,Malezas,Químico,Glufosinato de amonio
3304,2917,9/17/2015,Plagas,Químico,Cipermetrina
3304,2917,10/9/2015,Plagas,Químico,Teflubenzuron
3304,2917,10/21/2015,Plagas,Químico,Spinetoram
3304,2917,9/17/2015,Malezas,Químico,Glifosato
3305,2918,9/20/2015,Plagas,Químico,Cipermetrina
3305,2918,11/2/2015,Plagas,Químico,Teflubenzuron
3305,2918,9/20/2015,Malezas,Químico,Glifosato
3305,2918,10/25/2015,Malezas,Químico,Glifosato
3306,2919,10/20/2015,Plagas,Químico,Cipermetrina
3306,2919,10/20/2015,Malezas,Químico,Glifosato
3307,2919,10/21/2015,Plagas,Químico,Cipermetrina
3307,2919,10/27/2015,Plagas,Químico,Teflubenzuron
3307,2919,10/21/2015,Malezas,Químico,Glifosato
3308,2920,10/20/2015,Plagas,Químico,Cipermetrina
3308,2920,11/3/2015,Plagas,Químico,Spinetoram
3308,2920,10/20/2015,Malezas,Químico,Glifosato
3309,2920,10/21/2015,Malezas,Químico,Glifosato
3310,2921,9/20/2015,Plagas,Químico,Cipermetrina
3310,2921,10/14/2015,Plagas,Químico,Spinetoram
3310,2921,10/23/2015,Plagas,Químico,Spinetoram
3310,2921,9/20/2015,Malezas,Químico,Glifosato
3311,2922,10/23/2015,Plagas,Químico,Cipermetrina
3311,2922,10/14/2015,Plagas,Químico,Spinetoram
3311,2922,10/26/2015,Plagas,Químico,Spinetoram
3311,2922,10/23/2015,Malezas,Químico,Glifosato
3311,2922,10/22/2015,Malezas,Químico,Glufosinato de amonio
3312,2923,9/25/2015,Plagas,Químico,Cipermetrina
3312,2923,10/18/2015,Plagas,Químico,Spinetoram
3312,2923,9/25/2015,Malezas,Químico,Glifosato
3312,2923,10/30/2015,Malezas,Químico,Glifosato
3313,2923,9/26/2015,Plagas,Químico,Cipermetrina
3313,2923,9/26/2015,Malezas,Químico,Glifosato
3313,2923,10/29/2015,Malezas,Químico,Glifosato
3314,2867,10/16/2015,Plagas,Químico,Teflubenzuron
3314,2867,10/24/2015,Plagas,Químico,Emamectina Benzoato
3314,2867,11/3/2015,Plagas,Químico,Emamectina Benzoato
3314,2867,10/28/2015,Malezas,Químico,Glufosinato de amonio
3315,2924,10/18/2015,Plagas,Químico,Teflubenzuron
3315,2924,10/30/2015,Plagas,Químico,Emamectina Benzoato
3315,2924,10/25/2015,Malezas,Químico,Glufosinato de amonio
3316,2925,9/24/2015,Plagas,Químico,Cipermetrina
3316,2925,10/14/2015,Plagas,Químico,Teflubenzuron
3316,2925,10/22/2015,Plagas,Químico,Spinetoram
3316,2925,11/6/2015,Plagas,Químico,Spinetoram
3316,2925,9/24/2015,Malezas,Químico,Glifosato
3316,2925,10/30/2015,Malezas,Químico,Glufosinato de amonio
3317,2925,9/24/2015,Plagas,Químico,Cipermetrina
3317,2925,10/16/2015,Plagas,Químico,Teflubenzuron
3317,2925,10/23/2015,Plagas,Químico,Spinetoram
3317,2925,9/24/2015,Malezas,Químico,Glifosato
3317,2925,11/5/2015,Malezas,Químico,Glufosinato de amonio
3318,2926,9/30/2015,Plagas,Químico,Cipermetrina
3318,2926,10/25/2015,Plagas,Químico,Spinetoram
3318,2926,11/7/2015,Plagas,Químico,Spinetoram
3318,2926,9/30/2015,Malezas,Químico,Glifosato
3318,2926,10/31/2015,Malezas,Químico,Glufosinato de amonio
3319,2927,9/28/2015,Plagas,Químico,Cipermetrina
3319,2927,10/26/2015,Plagas,Químico,Spinetoram
3319,2927,9/28/2015,Malezas,Químico,Glifosato
3319,2927,11/6/2015,Malezas,Químico,Glufosinato de amonio
3320,2927,9/28/2015,Plagas,Químico,Cipermetrina
3320,2927,9/28/2015,Malezas,Químico,Glifosato
3320,2927,11/4/2015,Malezas,Químico,Glufosinato de amonio
3321,2928,10/1/2015,Plagas,Químico,Cipermetrina
3321,2928,10/23/2015,Plagas,Químico,Teflubenzuron
3321,2928,11/10/2015,Plagas,Químico,Spinetoram
3321,2928,10/1/2015,Malezas,Químico,Glifosato
3321,2928,11/2/2015,Malezas,Químico,Glufosinato de amonio
3322,2928,10/1/2015,Plagas,Químico,Cipermetrina
3322,2928,10/24/2015,Plagas,Químico,Teflubenzuron
3322,2928,11/11/2015,Plagas,Químico,Spinetoram
3322,2928,10/1/2015,Malezas,Químico,Glifosato
3322,2928,11/3/2015,Malezas,Químico,Glufosinato de amonio
3323,2929,10/27/2015,Plagas,Químico,Cipermetrina
3323,2929,10/27/2015,Malezas,Químico,Glifosato
3324,2929,10/26/2015,Plagas,Químico,Cipermetrina
3324,2929,10/31/2015,Plagas,Químico,Spinetoram
3324,2929,10/26/2015,Malezas,Químico,Glifosato
3325,2934,9/23/2015,Plagas,Químico,Cipermetrina
3325,2934,10/23/2015,Plagas,Químico,Spinetoram
3325,2934,9/23/2015,Malezas,Químico,Glifosato
3325,2934,10/31/2015,Malezas,Químico,Glifosato
3326,2934,9/23/2015,Plagas,Químico,Cipermetrina
3326,2934,9/23/2015,Malezas,Químico,Glifosato
3326,2934,10/30/2015,Malezas,Químico,Glifosato
3328,2930,10/17/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3328,2930,10/17/2015,Malezas,Químico,GLIFOSATO
3329,2930,10/2/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3329,2930,10/12/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3329,2930,9/16/2015,Malezas,Químico,GLIFOSATO
3329,2930,10/12/2015,Malezas,Químico,GLIFOSATO
3330,2902,10/25/2015,Plagas,Químico,CIPERMETRINA
3330,2902,10/25/2015,Malezas,Químico,GLIFOSATO
3330,2902,10/25/2015,Enfermedades,Químico,Benomil
3331,2931,10/25/2015,Plagas,Químico,CIPERMETRINA
3331,2931,10/25/2015,Malezas,Químico,GLIFOSATO
3332,2931,10/23/2015,Plagas,Químico,CIPERMETRINA
3332,2931,10/27/2015,Malezas,Químico,GLUFOSINATO DE AMONIO
3333,2932,10/19/2015,Plagas,Químico,INHIBIDOR DE QUITINA
3333,2932,10/30/2015,Malezas,Químico,GLIFOSATO
3333,2932,10/30/2015,Enfermedades,Químico,Benomil
3334,2932,10/26/2015,Plagas,Químico,CIPERMETRINA
3334,2932,10/3/2015,Malezas,Químico,GLIFOSATO
3334,2932,10/26/2015,Malezas,Químico,GLIFOSATO
